N,P,K,Temperature,Rainfall,pH,Humidity,Soil_Type,Agro_Zone,Irrigation,Season,Crop,District
138.6,72.0,91.7,23.4,1167.5,5.91,71.1,Loam,Up Country Intermediate Zone,Irrigated,Yala,Tomato,Matale
64.0,48.0,39.0,29.1,575.2,6.2,57.6,Loam,Dry Zone,Rainfed,Maha,Sorghum,Jaffna
69.0,103.0,52.0,26.2,803.5,6.4,68.9,Alluvial,Intermediate Zone,Irrigated,Maha,Big Onion,Monaragala
80.0,44.0,33.0,29.8,722.5,6.2,71.8,Sandy Loam,Intermediate Zone,Rainfed,Yala,Sunflower,Monaragala
38.3,39.5,43.5,29.4,694.2,6.13,64.9,Reddish-Brown Earth,Intermediate Zone,Supplemental,Yala,Soybean,Kandy
126.0,79.0,157.0,26.3,2006.8,6.6,75.9,Sandy Loam,Mid Country Wet Zone,Irrigated,Yala,Luffa,Ratnapura
83.0,43.0,63.0,26.7,876.6,6.1,78.8,Sandy Loam,Dry Zone,Rainfed,Maha,Kurakkan,Hambantota
66.0,40.0,36.0,27.7,536.8,6.5,62.7,Clay Loam,Dry Zone,Rainfed,Maha,Sorghum,Kurunegala
122.4,66.6,73.5,25.0,1626.6,5.9,84.3,Loam,Mid Country Wet Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Ratnapura
70.0,58.8,99.7,25.1,1513.1,6.74,87.1,Alluvial Loam,Low Country Wet Zone,Rainfed,Yala,Capsicum,Galle
50.0,21.8,56.0,33.7,745.3,6.1,69.0,Loam,Low Country Dry Zone,Rainfed,Maha,Cowpea,Vavuniya
92.4,70.6,79.2,28.1,1227.6,6.7,82.9,Red-Yellow Podzolic,Low Country Wet Zone,Rainfed,Maha,Okra,Colombo
164.0,115.0,110.9,29.8,1900.0,5.84,88.0,Reddish-Brown Earth,Low Country Wet Zone,Irrigated,Year-round,Kiri Ala,Matara
137.0,60.0,103.0,22.6,1082.8,6.0,68.7,Reddish-Brown Earth,Mid Country Intermediate Zone,Irrigated,Yala,Potato,Matale
146.0,111.0,113.1,31.9,1284.8,6.41,70.8,Loam,Dry Zone,Irrigated,Maha,Kiri Ala,Mullaitivu
100.8,88.8,132.9,31.7,1203.0,6.62,63.9,Loam,Low Country Dry Zone,Irrigated,Yala,Bitter Gourd,Kilinochchi
130.6,46.3,83.2,26.7,2554.8,5.89,84.4,Loam,Mid Country Wet Zone,Rainfed,Maha,Elabatu (Thai Eggplant),Kandy
167.0,66.0,123.0,15.9,1708.5,5.7,83.2,Loam,Up Country Wet Zone,Irrigated,Maha,Leeks,Badulla
146.0,68.0,121.0,19.9,2283.8,5.6,89.0,Silt Loam,Up Country Wet Zone,Irrigated,Maha,Leeks,Nuwara Eliya
43.0,52.0,39.0,29.5,653.8,5.9,58.6,Non-Calcic Brown Earth,Dry Zone,Supplemental,Maha,Mung Bean,Trincomalee
111.0,59.0,116.0,26.2,1000.0,6.2,72.8,Loam,Intermediate Zone,Rainfed,Maha,Sweet Corn,Matale
137.4,49.5,95.0,29.1,796.8,6.03,66.5,Clay Loam,Low Country Dry Zone,Irrigated,Maha,Cauliflower (Gowa),Monaragala
144.0,122.0,114.9,32.5,1035.2,6.29,65.8,Reddish-Brown Earth,Dry Zone,Rainfed,Yala,Kiri Ala,Kilinochchi
107.0,51.0,129.0,16.2,1994.6,5.7,81.4,Red-Yellow Podzolic,Up Country Wet Zone,Irrigated,Maha,Potato,Badulla
96.0,105.0,68.0,29.0,940.6,6.57,71.4,Clay Loam,Intermediate Zone,Rainfed,Yala,Maize,Puttalam
116.8,70.3,63.2,31.6,512.9,7.0,69.7,Regosol,Dry Zone,Irrigated,Year-round,Okra,Polonnaruwa
85.0,47.0,167.0,25.4,1644.0,5.1,86.0,Red-Yellow Podzolic,Low Country Wet Zone,Rainfed,Maha,Cassava,Kalutara
143.0,68.0,122.0,29.9,829.2,6.2,71.9,Sandy Loam,Dry Zone,Rainfed,Maha,Sweet Corn,Polonnaruwa
37.0,30.0,56.0,24.2,279.7,6.8,61.4,Reddish-Brown Earth,Intermediate Zone,Rainfed,Yala,Pigeon Pea,Nuwara Eliya
66.0,35.0,32.0,27.3,698.6,7.0,55.3,Loam,Intermediate Zone,Rainfed,Maha,Sorghum,Kandy
16.0,40.0,68.0,28.6,268.4,6.6,67.5,Non-Calcic Brown Earth,Eastern Dry Zone,Rainfed,Yala,Pigeon Pea,Ampara
86.0,54.0,35.0,25.4,649.5,6.7,67.0,Reddish-Brown Earth,Low Country Wet Zone,Rainfed,Maha,Sorghum,Colombo
29.0,36.0,52.0,31.0,348.3,6.7,55.8,Sandy Loam,Dry Zone,Rainfed,Yala,Mung Bean,Mullaitivu
135.0,66.0,102.0,26.8,1280.1,6.9,71.8,Non-Calcic Brown Earth,Dry Zone,Irrigated,Maha,Radish,Monaragala
67.0,48.0,32.0,26.7,729.2,7.1,67.1,Reddish-Brown Earth,Intermediate Zone,Irrigated,Yala,Sunflower,Badulla
78.0,111.0,119.0,29.7,61.0,6.4,58.0,Clay Loam,Dry Zone,Irrigated,Yala,Pathola (Snake Gourd),Kurunegala
69.0,50.0,142.0,28.9,1360.0,5.3,73.0,Alluvial Loam,Low Country Wet Zone,Rainfed,Yala,Cassava,Kalutara
75.0,43.0,26.0,30.4,702.0,6.3,53.6,Sandy Loam,Intermediate Zone,Irrigated,Yala,Sunflower,Kurunegala
100.0,25.0,105.0,28.7,953.6,6.6,58.1,Loamy Sand,Low Country Dry Zone,Irrigated,Maha,Luffa,Anuradhapura
157.1,65.2,120.4,25.1,1477.6,6.1,71.1,Alluvial,Intermediate Zone,Supplemental,Year-round,Tibbatu (Turkey Berry),Monaragala
142.2,101.6,120.8,26.9,1347.3,5.7,62.4,Loam,Intermediate Zone,Irrigated,Maha,Tibbatu (Turkey Berry),Matara
151.9,54.7,145.5,27.0,676.5,5.87,66.4,Sandy Loam,Low Country Dry Zone,Irrigated,Yala,Cauliflower (Gowa),Polonnaruwa
98.0,85.0,162.0,21.7,1386.6,6.1,67.6,Reddish-Brown Earth,Intermediate Zone,Supplemental,Year-round,Carrot,Matara
76.6,40.8,204.5,18.1,1804.1,6.7,81.8,Clay Loam,Mid Country Wet Zone,Irrigated,Maha,Beetroot,Ratnapura
84.3,72.1,82.0,30.6,965.8,6.9,65.6,Sandy Loam,Intermediate Zone,Rainfed,Maha,Tibbatu (Turkey Berry),Badulla
45.0,76.0,62.0,25.9,1329.0,6.7,76.4,Loam,Intermediate Zone,Rainfed,Yala,Winged Bean (Dambala),Puttalam
55.0,37.3,48.0,29.0,708.2,6.6,61.7,Loam,Low Country Dry Zone,Irrigated,Yala,Cowpea,Mannar
142.4,63.2,107.2,26.4,1248.5,6.6,77.2,Loam,Intermediate Zone,Supplemental,Year-round,Tibbatu (Turkey Berry),Kurunegala
154.1,104.9,92.1,31.2,1049.7,6.5,62.1,Loam,Intermediate Zone,Rainfed,Maha,Tibbatu (Turkey Berry),Nuwara Eliya
27.0,34.0,80.0,28.4,694.0,6.3,68.0,Alluvial,Dry Zone,Rainfed,Maha,Pigeon Pea,Jaffna
63.0,42.0,31.0,28.1,481.2,6.2,64.8,Loam,Dry Zone,Rainfed,Maha,Sorghum,Monaragala
68.0,69.0,113.0,29.9,625.3,7.1,63.3,Reddish-Brown Latosol,Dry Zone,Irrigated,Yala,Big Onion,Kilinochchi
139.8,75.4,155.6,17.1,1951.6,6.31,85.2,Mountain Regosol,Up Country Wet Zone,Rainfed,Maha,Cabbage,Nuwara Eliya
119.5,45.7,197.8,21.4,1461.4,7.0,70.3,Loam,Up Country Intermediate Zone,Irrigated,Year-round,Beetroot,Matale
138.0,52.0,139.0,19.2,1870.9,5.7,80.0,Red-Yellow Podzolic,Up Country Wet Zone,Irrigated,Yala,Potato,Badulla
79.0,41.0,54.0,26.9,640.9,6.8,76.2,Sandy Loam,Dry Zone,Supplemental,Yala,Pumpkin,Polonnaruwa
89.0,75.0,96.0,26.1,968.8,6.9,71.3,Red-Yellow Podzolic,Intermediate Zone,Supplemental,Yala,Radish,Nuwara Eliya
145.4,53.7,102.3,18.8,835.4,6.39,76.4,Red-Yellow Podzolic,Up Country Wet Zone,Supplemental,Yala,Cabbage,Badulla
168.0,133.0,120.2,28.4,1561.5,5.99,80.6,Alluvial,Low Country Wet Zone,Supplemental,Year-round,Kiri Ala,Matara
39.0,25.8,49.0,28.9,1792.8,6.5,65.5,Sandy Clay Loam,Low Country Intermediate Zone,Irrigated,Maha,Cowpea,Puttalam
65.0,44.0,36.0,27.8,461.8,6.6,54.6,Non-Calcic Brown Earth,Dry Zone,Irrigated,Yala,Sunflower,Kurunegala
115.7,110.3,103.1,31.4,834.6,6.77,71.4,Red-Yellow Podzolic,Low Country Dry Zone,Irrigated,Yala,Bitter Gourd,Ampara
79.0,94.0,119.0,28.7,1957.8,5.6,81.9,Alluvial,Low Country Wet Zone,Supplemental,Year-round,Carrot,Matara
113.5,50.2,56.5,24.4,2745.5,6.0,90.9,Reddish-Brown Earth,Low Country Wet Zone,Rainfed,Yala,Chilli,Colombo
132.0,63.0,139.0,28.4,1081.9,6.6,75.9,Sandy Loam,Low Country Intermediate Zone,Irrigated,Maha,Luffa,Matara
134.0,129.0,125.6,29.8,1293.3,5.71,73.5,Clay Loam,Intermediate Zone,Supplemental,Yala,Kiri Ala,Kandy
60.0,25.0,64.0,33.1,1005.2,6.33,72.8,Non-Calcic Brown Earth,Dry Zone,Irrigated,Maha,Brinjal (Eggplant),Vavuniya
29.3,40.9,45.8,25.5,869.3,6.27,80.7,Alluvial,Intermediate Zone,Supplemental,Maha,Soybean,Kandy
94.2,26.3,64.5,28.7,705.8,6.8,74.9,Loam,Dry Zone,Irrigated,Yala,Chilli,Mullaitivu
138.0,56.0,163.0,26.3,2348.9,6.4,77.9,Loam,Mid Country Wet Zone,Rainfed,Yala,Luffa,Kegalle
135.0,53.0,128.0,27.0,725.0,6.3,61.6,Regosol,Dry Zone,Irrigated,Yala,Potato,Trincomalee
127.3,55.1,81.8,24.9,1219.1,5.4,74.5,Light Loam,Mid Country Intermediate Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Kandy
138.0,55.0,128.0,16.9,1501.3,5.7,80.0,Red-Yellow Podzolic,Up Country Wet Zone,Rainfed,Yala,Potato,Badulla
153.0,54.0,64.0,26.1,1396.5,5.89,83.3,Alluvial,Low Country Wet Zone,Rainfed,Maha,Maize,Galle
79.0,49.0,47.0,30.5,658.9,6.46,62.8,Deep Loam,Dry Zone,Irrigated,Yala,Maize,Batticaloa
123.0,47.0,130.0,31.2,1714.5,6.4,77.9,Sandy Loam,Low Country Wet Zone,Irrigated,Yala,Luffa,Galle
97.0,50.0,81.0,22.3,1621.4,6.7,75.2,Sandy Loam,Up Country Intermediate Zone,Irrigated,Yala,Red Onion,Badulla
52.0,106.0,49.0,31.0,1353.0,5.9,71.2,Loam,Intermediate Zone,Supplemental,Year-round,Winged Bean (Dambala),Puttalam
129.5,58.5,92.6,28.8,1187.9,6.1,69.9,Sandy Loam,Dry Zone,Irrigated,Year-round,Tibbatu (Turkey Berry),Trincomalee
30.0,36.0,64.0,18.4,519.0,6.2,66.8,Red-Yellow Podzolic,Intermediate Zone,Supplemental,Maha,Pigeon Pea,Kandy
161.0,66.0,91.0,27.3,796.3,6.8,62.7,Clay Loam,Dry Zone,Rainfed,Maha,Sweet Corn,Kurunegala
47.0,55.0,61.0,25.4,980.4,6.3,69.1,Red Loam,Dry Zone,Supplemental,Maha,Kurakkan,Anuradhapura
110.9,55.2,80.5,29.3,996.2,6.3,69.0,Alluvial,Intermediate Zone,Rainfed,Year-round,Okra,Nuwara Eliya
147.0,132.0,100.7,29.8,1463.7,6.16,78.3,Red-Yellow Podzolic,Intermediate Zone,Irrigated,Yala,Kiri Ala,Nuwara Eliya
150.0,70.0,102.0,25.8,1583.1,7.3,84.0,Sandy Loam,Low Country Intermediate Zone,Irrigated,Maha,Luffa,Monaragala
97.0,56.0,78.0,28.8,1071.8,6.0,65.3,Immature Brown Loam,Intermediate Zone,Irrigated,Yala,Radish,Puttalam
114.0,73.0,89.0,23.0,1300.9,6.7,70.3,Alluvial,Intermediate Zone,Supplemental,Maha,Radish,Kurunegala
114.0,81.3,106.7,23.6,1280.1,5.81,73.9,Reddish-Brown Earth,Intermediate Zone,Irrigated,Maha,Tomato,Monaragala
134.0,67.0,92.0,28.7,953.8,6.8,64.4,Alluvial,Dry Zone,Irrigated,Yala,Radish,Hambantota
88.0,92.0,135.0,30.7,373.6,7.0,61.9,Regosol,Intermediate Zone,Irrigated,Yala,Big Onion,Kandy
165.0,106.0,113.1,30.0,1419.1,6.0,67.0,Clay Loam,Dry Zone,Irrigated,Year-round,Kiri Ala,Kilinochchi
118.0,86.0,84.0,31.2,762.3,6.91,71.3,Red-Brown Earth,Dry Zone,Irrigated,Yala,Maize,Kurunegala
97.0,49.0,90.0,27.6,651.5,7.8,75.3,Sandy Loam,Intermediate Zone,Irrigated,Yala,Kurakkan,Kurunegala
89.0,81.0,85.0,30.0,1096.9,7.4,70.5,Alluvial,Dry Zone,Irrigated,Maha,Radish,Trincomalee
44.0,48.0,43.0,31.8,447.5,6.5,67.7,Loamy Sand,Dry Zone,Irrigated,Yala,Mung Bean,Matale
74.0,28.0,168.0,23.1,1849.6,5.8,91.5,Light Sandy Loam,Low Country Wet Zone,Supplemental,Maha,Innala,Gampaha
81.0,45.0,68.0,27.7,1221.9,7.3,70.0,Red-Brown Earth,Intermediate Zone,Supplemental,Maha,Pumpkin,Kandy
121.5,62.0,77.1,24.3,2375.6,5.57,83.5,Light Loam,Mid Country Wet Zone,Rainfed,Yala,Elabatu (Thai Eggplant),Kandy
68.0,56.0,58.0,26.3,917.4,6.9,72.5,Red Loam,Northern Dry Zone,Irrigated,Yala,Red Onion,Kilinochchi
70.0,43.0,30.0,30.4,509.8,6.4,65.3,Clay Loam,Dry Zone,Rainfed,Yala,Sunflower,Matale
94.7,57.3,124.5,21.3,1591.3,6.36,70.2,Sandy Loam,Up Country Intermediate Zone,Supplemental,Yala,Capsicum,Badulla
82.9,87.3,113.6,27.6,1353.2,6.41,69.8,Clay Loam,Low Country Intermediate Zone,Irrigated,Maha,Cauliflower (Gowa),Matale
105.6,83.4,103.4,26.4,1447.2,6.9,74.7,Clay Loam,Mid Country Wet Zone,Irrigated,Maha,Bitter Gourd,Kegalle
166.0,112.0,103.8,31.0,1285.8,6.2,72.2,Clay Loam,Dry Zone,Irrigated,Yala,Kiri Ala,Puttalam
51.0,55.0,47.0,32.0,1458.0,6.1,63.6,Sandy Loam,Dry Zone,Rainfed,Maha,Winged Bean (Dambala),Puttalam
120.2,51.1,61.8,22.0,3481.9,6.8,93.9,Reddish-Brown Earth,Low Country Wet Zone,Irrigated,Maha,Chilli,Colombo
117.0,54.0,143.0,19.2,1783.0,5.5,81.2,Red-Yellow Podzolic,Up Country Wet Zone,Irrigated,Yala,Potato,Nuwara Eliya
82.0,49.0,130.0,26.9,1236.9,6.5,72.9,Loam,Intermediate Zone,Rainfed,Year-round,Innala,Puttalam
156.3,44.5,93.4,20.7,1278.6,6.48,80.0,Loam,Up Country Intermediate Zone,Rainfed,Yala,Cauliflower (Gowa),Badulla
67.0,55.0,35.0,25.3,503.4,6.7,69.1,Red-Brown Earth,Dry Zone,Irrigated,Yala,Pumpkin,Mullaitivu
72.0,41.0,38.0,27.2,717.5,7.3,60.2,Reddish-Brown Earth,Intermediate Zone,Rainfed,Maha,Sorghum,Matara
48.0,31.0,57.0,29.8,2256.9,5.8,85.0,Sandy Clay Loam,Low Country Wet Zone,Irrigated,Yala,Cowpea,Colombo
195.0,90.0,120.0,19.6,1372.8,5.4,81.2,Loam,Mid Country Wet Zone,Irrigated,Year-round,Leeks,Ratnapura
99.7,87.2,111.6,26.0,1658.7,6.66,75.5,Sandy Loam,Low Country Intermediate Zone,Irrigated,Maha,Bitter Gourd,Kurunegala
85.0,56.0,65.0,27.4,736.2,5.5,74.2,Clay Loam,Intermediate Zone,Rainfed,Yala,Pumpkin,Badulla
66.0,58.0,55.0,23.2,881.3,6.3,82.2,Fertile Loam,Dry Zone,Rainfed,Maha,Kurakkan,Puttalam
167.0,57.0,107.0,15.7,2248.9,5.7,84.9,Sandy Loam,Up Country Wet Zone,Irrigated,Maha,Leeks,Nuwara Eliya
111.0,105.0,110.0,28.7,85.0,6.5,80.0,Loam,Dry Zone,Supplemental,Yala,Pathola (Snake Gourd),Anuradhapura
102.0,74.0,67.0,29.7,676.0,6.2,61.1,Sandy Loam,Dry Zone,Rainfed,Yala,Sweet Corn,Hambantota
102.7,88.4,105.8,27.8,1795.2,7.07,72.0,Loam,Low Country Intermediate Zone,Supplemental,Yala,Bitter Gourd,Kurunegala
130.1,51.9,84.6,21.5,1616.7,6.33,87.6,Silt Loam,Mid Country Wet Zone,Irrigated,Maha,Cauliflower (Gowa),Ratnapura
79.0,43.0,31.0,29.7,664.2,6.8,58.7,Alluvial,Dry Zone,Irrigated,Maha,Sunflower,Ampara
116.3,80.0,64.4,28.6,1066.7,6.7,71.3,Regosol,Dry Zone,Rainfed,Year-round,Okra,Ampara
101.2,41.4,199.2,26.7,1284.3,6.6,83.7,Sandy Loam,Low Country Intermediate Zone,Irrigated,Maha,Beetroot,Matara
145.0,119.0,118.0,30.8,1669.3,6.02,83.7,Reddish-Brown Earth,Intermediate Zone,Irrigated,Maha,Kiri Ala,Nuwara Eliya
64.0,34.0,93.0,27.3,1157.0,5.9,69.0,Sandy Loam,Intermediate Zone,Supplemental,Yala,Cassava,Matara
103.0,44.0,55.0,25.4,588.9,5.2,76.2,Red Loam,Intermediate Zone,Irrigated,Yala,Kurakkan,Badulla
130.0,94.0,121.0,30.5,76.0,6.9,57.0,Sandy Loam,Dry Zone,Supplemental,Yala,Pathola (Snake Gourd),Vavuniya
80.0,54.0,28.0,25.5,729.4,6.2,75.2,Reddish-Brown Earth,Dry Zone,Rainfed,Maha,Sunflower,Polonnaruwa
118.0,79.0,134.0,28.9,1982.6,5.7,88.9,Loam,Mid Country Wet Zone,Supplemental,Yala,Luffa,Ratnapura
75.0,47.0,32.0,30.5,558.1,7.3,70.3,Regosol,Dry Zone,Irrigated,Maha,Sunflower,Kurunegala
39.0,71.0,42.0,30.1,975.0,6.9,74.8,Clay Loam,Intermediate Zone,Supplemental,Yala,Winged Bean (Dambala),Kandy
110.0,76.0,122.0,28.2,108.0,6.9,68.0,Loam,Intermediate Zone,Irrigated,Year-round,Pathola (Snake Gourd),Kurunegala
152.4,54.1,88.6,28.6,987.6,5.85,64.1,Loam,Low Country Dry Zone,Irrigated,Maha,Elabatu (Thai Eggplant),Hambantota
88.0,31.0,154.0,23.2,2327.4,5.7,86.5,Light Sandy Loam,Low Country Wet Zone,Supplemental,Maha,Innala,Ratnapura
157.0,104.0,110.9,30.8,1621.2,5.98,74.3,Loam,Intermediate Zone,Irrigated,Yala,Kiri Ala,Puttalam
76.0,48.0,31.0,28.5,627.3,6.9,61.6,Sandy Loam,Dry Zone,Irrigated,Yala,Sunflower,Hambantota
91.0,49.0,69.0,28.4,618.0,5.3,74.2,Red Loam,Dry Zone,Supplemental,Yala,Kurakkan,Anuradhapura
214.9,102.8,110.5,20.6,1594.2,5.1,79.6,Clay Loam,Up Country Wet Zone,Irrigated,Maha,Kohlrabi (Nokol),Badulla
170.0,43.0,135.0,21.4,1438.7,5.8,68.4,Reddish-Brown Earth,Up Country Intermediate Zone,Irrigated,Maha,Potato,Nuwara Eliya
66.0,45.0,29.0,27.2,627.2,6.8,55.9,Sandy Loam,Dry Zone,Rainfed,Maha,Sunflower,Kurunegala
136.5,61.1,83.1,32.0,1181.2,6.6,62.0,Sandy Loam,Intermediate Zone,Irrigated,Maha,Tibbatu (Turkey Berry),Kurunegala
76.0,31.0,95.0,31.7,715.5,6.01,62.3,Sandy Loam,Dry Zone,Irrigated,Yala,Brinjal (Eggplant),Monaragala
76.0,90.0,75.0,27.2,2093.1,6.6,87.6,Red-Yellow Podzolic,Low Country Wet Zone,Supplemental,Year-round,Radish,Ratnapura
87.0,60.0,69.0,26.2,822.2,6.9,69.0,Regosol,Dry Zone,Supplemental,Maha,Radish,Batticaloa
44.0,63.0,38.0,29.8,371.2,6.6,54.0,Loamy Sand,Low Country Dry Zone,Supplemental,Maha,Mung Bean,Vavuniya
95.0,95.0,105.0,26.6,142.0,6.4,84.0,Sandy Loam,Low Country Wet Zone,Irrigated,Year-round,Pathola (Snake Gourd),Galle
41.0,53.0,50.0,31.1,440.5,6.4,50.2,Non-Calcic Brown Earth,Dry Zone,Supplemental,Maha,Mung Bean,Mullaitivu
101.0,87.0,104.0,28.0,112.0,5.5,79.0,Sandy Loam,Intermediate Zone,Irrigated,Yala,Pathola (Snake Gourd),Kurunegala
93.0,44.0,99.0,26.3,1412.7,6.34,81.3,Reddish-Brown Earth,Intermediate Zone,Irrigated,Yala,Brinjal (Eggplant),Puttalam
99.0,73.0,77.0,27.1,3227.4,6.7,95.0,Low-Humic Gley,Low Country Wet Zone,Rainfed,Maha,Radish,Colombo
165.0,109.0,159.0,15.1,1488.3,5.8,74.0,Loam,Up Country Wet Zone,Irrigated,Yala,Leeks,Badulla
74.5,38.5,155.9,19.6,2010.6,7.1,79.8,Loam,Mid Country Wet Zone,Irrigated,Maha,Beetroot,Ratnapura
106.2,75.4,89.6,24.8,1344.4,6.56,78.7,Red-Yellow Podzolic,Low Country Wet Zone,Irrigated,Yala,Tomato,Colombo
121.0,106.0,99.0,31.9,151.0,6.6,65.0,Loam,Dry Zone,Irrigated,Maha,Pathola (Snake Gourd),Vavuniya
147.0,77.0,139.0,18.7,1718.1,5.5,79.3,Sandy Loam,Up Country Intermediate Zone,Irrigated,Maha,Leeks,Matale
69.0,45.0,31.0,27.3,767.7,7.1,74.4,Clay Loam,Intermediate Zone,Rainfed,Maha,Sunflower,Matara
101.8,47.7,79.8,20.0,1071.5,6.07,70.9,Red-Yellow Podzolic,Up Country Intermediate Zone,Supplemental,Maha,Capsicum,Badulla
97.0,51.0,65.0,23.4,988.6,7.6,72.1,Sandy Loam,Dry Zone,Rainfed,Maha,Kurakkan,Kurunegala
202.8,115.0,136.5,21.9,987.2,5.65,83.7,Well Drained Loam,Up Country Intermediate Zone,Rainfed,Yala,Kohlrabi (Nokol),Nuwara Eliya
76.0,51.0,35.0,27.0,735.1,6.2,62.6,Loam,Intermediate Zone,Rainfed,Maha,Sorghum,Kurunegala
127.6,60.0,65.6,25.5,1497.4,5.66,81.0,Loam,Mid Country Intermediate Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Kandy
106.0,50.0,121.0,29.0,1736.5,5.7,90.8,Red-Yellow Podzolic,Low Country Wet Zone,Supplemental,Maha,Innala,Colombo
135.1,48.3,130.5,19.1,2296.3,6.8,72.4,Clay Loam,Up Country Wet Zone,Irrigated,Maha,Beetroot,Nuwara Eliya
132.0,61.0,125.0,20.7,1638.9,6.4,78.6,Reddish-Brown Earth,Up Country Intermediate Zone,Irrigated,Maha,Potato,Badulla
114.0,35.0,81.0,29.7,875.1,5.86,68.6,Red-Brown Earth,Dry Zone,Irrigated,Yala,Maize,Polonnaruwa
85.0,81.0,82.0,26.1,1691.6,6.7,73.3,Red Loam,Intermediate Zone,Irrigated,Yala,Red Onion,Monaragala
40.0,28.3,31.0,26.1,779.1,6.1,64.4,Sandy Clay Loam,Low Country Dry Zone,Irrigated,Yala,Cowpea,Mannar
78.0,68.0,75.0,31.8,838.2,6.8,74.1,Sandy Loam,Dry Zone,Irrigated,Maha,Pumpkin,Vavuniya
113.2,103.9,86.7,28.2,1621.9,6.59,66.6,Loam,Mid Country Intermediate Zone,Supplemental,Yala,Bitter Gourd,Matale
149.2,66.8,78.8,27.5,1083.9,5.91,66.7,Reddish-Brown Earth,Low Country Intermediate Zone,Irrigated,Yala,Elabatu (Thai Eggplant),Kurunegala
75.0,57.0,62.0,26.8,629.9,5.2,64.4,Clay Loam,Intermediate Zone,Rainfed,Yala,Kurakkan,Kandy
105.0,74.0,124.0,25.6,1122.7,5.7,73.2,Sandy Loam,Mid Country Intermediate Zone,Irrigated,Maha,Luffa,Kurunegala
100.0,57.0,60.0,27.9,926.1,5.8,75.1,Clay Loam,Intermediate Zone,Rainfed,Maha,Kurakkan,Matale
20.0,47.0,34.0,30.1,336.3,6.9,49.1,Loamy Sand,Low Country Dry Zone,Supplemental,Maha,Mung Bean,Kilinochchi
55.0,119.0,53.0,30.4,1930.0,6.9,82.7,Sandy Loam,Low Country Wet Zone,Irrigated,Year-round,Winged Bean (Dambala),Galle
58.0,86.0,69.0,29.7,651.4,6.6,63.4,Red-Brown Earth,Dry Zone,Irrigated,Yala,Big Onion,Jaffna
153.8,110.2,85.0,22.1,1709.5,5.93,83.0,Well Drained Loam,Up Country Wet Zone,Irrigated,Maha,Kohlrabi (Nokol),Nuwara Eliya
129.2,63.2,79.2,27.4,919.0,6.1,65.0,Reddish-Brown Earth,Intermediate Zone,Rainfed,Year-round,Okra,Matale
127.0,75.0,60.0,28.9,1176.6,6.63,79.7,Clay Loam,Intermediate Zone,Irrigated,Maha,Maize,Nuwara Eliya
91.0,48.0,52.0,30.2,735.2,7.0,69.8,Sandy Loam,Dry Zone,Rainfed,Yala,Kurakkan,Ampara
12.0,64.0,70.0,19.8,609.6,6.3,70.4,Reddish-Brown Earth,Intermediate Zone,Rainfed,Maha,Pigeon Pea,Monaragala
181.4,107.4,105.4,23.5,1494.4,5.75,91.4,Clay Loam,Mid Country Wet Zone,Irrigated,Maha,Kohlrabi (Nokol),Kandy
36.0,91.0,43.0,21.5,1569.0,6.9,83.0,Loam,Low Country Wet Zone,Supplemental,Year-round,Winged Bean (Dambala),Kalutara
165.0,76.0,108.0,17.8,1262.5,5.7,78.4,Clay Loam,Up Country Intermediate Zone,Irrigated,Yala,Leeks,Nuwara Eliya
168.0,104.0,105.6,31.8,1261.6,6.32,61.9,Clay Loam,Dry Zone,Irrigated,Year-round,Kiri Ala,Trincomalee
46.0,90.0,57.0,28.6,1261.0,5.9,73.1,Loam,Intermediate Zone,Irrigated,Year-round,Winged Bean (Dambala),Kandy
139.9,40.6,72.5,25.5,2275.3,6.1,92.0,Reddish-Brown Earth,Low Country Wet Zone,Irrigated,Maha,Chilli,Matara
160.9,57.5,140.1,23.3,1144.6,5.86,67.3,Sandy Loam,Up Country Intermediate Zone,Irrigated,Maha,Cauliflower (Gowa),Badulla
156.0,53.0,126.0,27.9,977.6,6.1,72.2,Loam,Dry Zone,Irrigated,Maha,Sweet Corn,Puttalam
82.0,53.0,54.0,26.9,607.9,6.8,66.7,Loam,Dry Zone,Supplemental,Yala,Pumpkin,Puttalam
142.5,43.2,107.1,24.6,1887.0,5.99,89.9,Reddish-Brown Earth,Intermediate Zone,Rainfed,Maha,Cabbage,Monaragala
135.4,43.1,137.4,26.9,750.0,6.2,70.6,Loam,Low Country Dry Zone,Irrigated,Yala,Cauliflower (Gowa),Mullaitivu
154.3,71.6,135.9,15.3,1223.9,6.11,93.2,Red-Yellow Podzolic,Up Country Wet Zone,Rainfed,Maha,Cabbage,Nuwara Eliya
110.0,81.0,55.0,27.0,982.7,6.6,66.3,Clay Loam,Northern Dry Zone,Rainfed,Yala,Red Onion,Mullaitivu
108.5,94.6,106.4,26.4,1656.3,6.81,70.7,Loam,Mid Country Intermediate Zone,Irrigated,Year-round,Bitter Gourd,Kandy
145.0,66.0,119.0,28.6,1590.3,6.7,81.2,Sandy Loam,Mid Country Wet Zone,Irrigated,Maha,Luffa,Kegalle
92.0,39.0,55.0,27.1,759.7,6.4,73.6,Red-Brown Earth,Dry Zone,Supplemental,Yala,Pumpkin,Hambantota
